16.4	-2.0482	1
16.5	-1.7447	1
16.6	-1.4209	1
16.7	-1.0804	1
16.8	-0.72735	1
16.9	-0.36581	1
17	-3.1834e-06	1
17.1	0.3658	1
17.2	0.72734	1
17.3	1.0804	1
17.4	1.4208	1
17.5	1.7447	1
17.6	2.0482	1
17.7	2.3277	1
17.8	2.5799	1
17.9	2.8019	1
18	2.9909	1
18.1	3.1447	1
18.2	3.2613	1
18.3	3.3394	1
18.4	3.3777	1
18.5	3.3757	1
18.6	3.3333	1
18.7	3.2507	1
18.8	3.1286	1
18.9	2.9683	1
19	2.7713	1
19.1	2.5397	1
19.2	2.2758	1
19.3	1.9826	1
19.4	1.663	1
19.5	1.3204	1
19.6	0.95872	1
19.7	0.58166	1
19.8	0.19336	1
19.9	-0.20196	1
20	-0.6	1
20.1	-0.99638	1
20.2	-1.3868	1
20.3	-1.7669	1
20.4	-2.1325	1
20.5	-2.4796	1
20.6	-2.8042	1
20.7	-3.1028	1
20.8	-3.3721	1
20.9	-3.6089	1
21	-3.8105	1
21.1	-3.9747	1
21.2	-4.0994	1
21.3	-4.1832	1
21.4	-4.2251	1
21.5	-4.2243	1
21.6	-4.1807	1
21.7	-4.0946	1
21.8	-3.9667	1
21.9	-3.7983	1
22	-3.5909	1
22.1	-3.3467	1
22.2	-3.068	1
22.3	-2.7577	1
22.4	-2.419	1
22.5	-2.0553	1
22.6	-1.6704	1
22.7	-1.2681	1
22.8	-0.85279	1
22.9	-0.42862	1
23	-6.122e-06	1
23.1	0.4286	1
23.2	0.85278	1
23.3	1.2681	1
23.4	1.6703	1
23.5	2.0553	1
23.6	2.419	1
23.7	2.7577	1
23.8	3.068	1
23.9	3.3467	1
24	3.5909	1
24.1	3.7983	1
24.2	3.9667	1
24.3	4.0946	1
24.4	4.1807	1
24.5	4.2243	1
24.6	4.2251	1
24.7	4.1832	1
24.8	4.0994	1
24.9	3.9747	1
25	3.8105	1
25.1	3.6089	1
25.2	3.3721	1
25.3	3.1028	1
25.4	2.8042	1
25.5	2.4796	1
25.6	2.1325	1
25.7	1.7669	1
25.8	1.3868	1
25.9	0.99639	1
26	0.6	1
26.1	0.20197	1
26.2	-0.19335	1
26.3	-0.58165	1
26.4	-0.95871	1
26.5	-1.3204	1
26.6	-1.6629	1
26.7	-1.9825	1
26.8	-2.2758	1
26.9	-2.5397	1
27	-2.7713	1
27.1	-2.9683	1
27.2	-3.1286	1
27.3	-3.2507	1
27.4	-3.3333	1
27.5	-3.3757	1
27.6	-3.3777	1
27.7	-3.3394	1
27.8	-3.2613	1
27.9	-3.1447	1
28	-2.9909	1
28.1	-2.8019	1
28.2	-2.5799	1
28.3	-2.3277	1
28.4	-2.0482	1
28.5	-1.7447	1
28.6	-1.4209	1
28.7	-1.0804	1
28.8	-0.72735	1
28.9	-0.36581	1
29	-3.1834e-06	1
29.1	0.3658	1
29.2	0.72734	1
29.3	1.0804	1
29.4	1.4208	1
29.5	1.7447	1
29.6	2.0482	1
29.7	2.3277	1
29.8	2.5799	1
29.9	2.8019	1
30	2.9909	1
