19.3	2.9203	1
19.4	2.6351	1
19.5	2.3243	1
19.6	1.9915	1
19.7	1.6406	1
19.8	1.2755	1
19.9	0.90042	1
20	0.51962	1
20.1	0.1374	1
20.2	-0.24193	1
20.3	-0.61411	1
20.4	-0.97496	1
20.5	-1.3204	1
20.6	-1.6467	1
20.7	-1.9501	1
20.8	-2.2272	1
20.9	-2.4751	1
21	-2.6909	1
21.1	-2.8723	1
21.2	-3.0173	1
21.3	-3.1243	1
21.4	-3.1923	1
21.5	-3.2204	1
21.6	-3.2086	1
21.7	-3.1568	1
21.8	-3.0659	1
21.9	-2.9369	1
22	-2.7713	1
22.1	-2.5711	1
22.2	-2.3385	1
22.3	-2.0764	1
22.4	-1.7877	1
22.5	-1.4757	1
22.6	-1.1441	1
22.7	-0.79668	1
22.8	-0.4374	1
22.9	-0.070431	1
23	0.29999	1
23.1	0.6696	1
23.2	1.0341	1
23.3	1.3893	1
23.4	1.731	1
23.5	2.0553	1
23.6	2.3583	1
23.7	2.6366	1
23.8	2.8867	1
23.9	3.1057	1
24	3.2909	1
24.1	3.4401	1
24.2	3.5513	1
24.3	3.6231	1
24.4	3.6544	1
24.5	3.6447	1
24.6	3.5938	1
24.7	3.5019	1
24.8	3.37	1
24.9	3.1991	1
25	2.9909	1
25.1	2.7475	1
25.2	2.4713	1
25.3	2.1651	1
25.4	1.8321	1
25.5	1.4757	1
25.6	1.0997	1
25.7	0.70798	1
25.8	0.30466	1
25.9	-0.10599	1
26	-0.51961	1
26.1	-0.93181	1
26.2	-1.3382	1
26.3	-1.7344	1
26.4	-2.1162	1
26.5	-2.4796	1
26.6	-2.8205	1
26.7	-3.1353	1
26.8	-3.4207	1
26.9	-3.6734	1
27	-3.8909	1
27.1	-4.0706	1
27.2	-4.2107	1
27.3	-4.3096	1
27.4	-4.3661	1
27.5	-4.3796	1
27.6	-4.3498	1
27.7	-4.2771	1
27.8	-4.1621	1
27.9	-4.0061	1
28	-3.8105	1
28.1	-3.5775	1
28.2	-3.3094	1
28.3	-3.009	1
28.4	-2.6795	1
28.5	-2.3243	1
28.6	-1.9471	1
28.7	-1.5519	1
28.8	-1.1427	1
28.9	-0.72399	1
29	-0.3	1
29.1	0.12481	1
29.2	0.54602	1
29.3	0.95924	1
29.4	1.3602	1
29.5	1.7447	1
29.6	2.1088	1
29.7	2.4488	1
29.8	2.7612	1
29.9	3.0429	1
30	3.2909	1
