0.1	3.4401	1
0.2	3.5513	1
0.3	3.6231	1
0.4	3.6544	1
0.5	3.6447	1
0.6	3.5938	1
0.7	3.5019	1
0.8	3.37	1
0.9	3.1991	1
1	2.9909	1
1.1	2.7475	1
1.2	2.4713	1
1.3	2.1651	1
1.4	1.8321	1
1.5	1.4757	1
1.6	1.0997	1
1.7	0.70798	1
1.8	0.30466	1
1.9	-0.10599	1
2	-0.51961	1
2.1	-0.93181	1
2.2	-1.3382	1
2.3	-1.7344	1
2.4	-2.1162	1
2.5	-2.4796	1
2.6	-2.8205	1
2.7	-3.1353	1
2.8	-3.4207	1
2.9	-3.6734	1
3	-3.8909	1
3.1	-4.0706	1
3.2	-4.2107	1
3.3	-4.3096	1
3.4	-4.3661	1
3.5	-4.3796	1
3.6	-4.3498	1
3.7	-4.2771	1
3.8	-4.1621	1
3.9	-4.0061	1
4	-3.8105	1
4.1	-3.5775	1
4.2	-3.3094	1
4.3	-3.009	1
4.4	-2.6795	1
4.5	-2.3243	1
4.6	-1.9471	1
4.7	-1.5519	1
4.8	-1.1427	1
4.9	-0.72399	1
5	-0.3	1
5.1	0.12481	1
5.2	0.54602	1
5.3	0.95924	1
5.4	1.3602	1
5.5	1.7447	1
5.6	2.1088	1
5.7	2.4488	1
5.8	2.7612	1
5.9	3.0429	1
6	3.2909	1
6.1	3.5029	1
6.2	3.6767	1
6.3	3.8108	1
6.4	3.9039	1
6.5	3.9553	1
6.6	3.9646	1
6.7	3.932	1
6.8	3.8581	1
6.9	3.7439	1
7	3.5909	1
7.1	3.4011	1
7.2	3.1766	1
7.3	2.9203	1
7.4	2.6351	1
7.5	2.3243	1
7.6	1.9915	1
7.7	1.6406	1
7.8	1.2755	1
7.9	0.90042	1
8	0.51962	1
8.1	0.1374	1
8.2	-0.24193	1
8.3	-0.61411	1
8.4	-0.97496	1
8.5	-1.3204	1
8.6	-1.6467	1
8.7	-1.9501	1
8.8	-2.2272	1
8.9	-2.4751	1
9	-2.6909	1
9.1	-2.8723	1
9.2	-3.0173	1
9.3	-3.1243	1
9.4	-3.1923	1
9.5	-3.2204	1
9.6	-3.2086	1
9.7	-3.1568	1
9.8	-3.0659	1
9.9	-2.9369	1
10	-2.7713	1
10.1	-2.5711	1
10.2	-2.3385	1
10.3	-2.0764	1
10.4	-1.7877	1
10.5	-1.4757	1
10.6	-1.1441	1
10.7	-0.79668	1
10.8	-0.4374	1
10.9	-0.070431	1
11	0.29999	1
11.1	0.6696	1
11.2	1.0341	1
11.3	1.3893	1
11.4	1.731	1
11.5	2.0553	1
11.6	2.3583	1
11.7	2.6366	1
11.8	2.8867	1
11.9	3.1057	1
12	3.2909	1
12.1	3.4401	1
12.2	3.5513	1
12.3	3.6231	1
12.4	3.6544	1
12.5	3.6447	1
12.6	3.5938	1
12.7	3.5019	1
12.8	3.37	1
12.9	3.1991	1
13	2.9909	1
13.1	2.7475	1
13.2	2.4713	1
13.3	2.1651	1
13.4	1.8321	1
13.5	1.4757	1
13.6	1.0997	1
13.7	0.70798	1
13.8	0.30466	1
13.9	-0.10599	1
14	-0.51961	1
14.1	-0.93181	1
14.2	-1.3382	1
14.3	-1.7344	1
14.4	-2.1162	1
14.5	-2.4796	1
14.6	-2.8205	1
14.7	-3.1353	1
14.8	-3.4207	1
14.9	-3.6734	1
15	-3.8909	1
15.1	-4.0706	1
15.2	-4.2107	1
15.3	-4.3096	1
15.4	-4.3661	1
15.5	-4.3796	1
15.6	-4.3498	1
15.7	-4.2771	1
15.8	-4.1621	1
15.9	-4.0061	1
16	-3.8105	1
16.1	-3.5775	1
16.2	-3.3094	1
16.3	-3.009	1
16.4	-2.6795	1
16.5	-2.3243	1
16.6	-1.9471	1
16.7	-1.5519	1
16.8	-1.1427	1
16.9	-0.72399	1
17	-0.3	1
17.1	0.12481	1
17.2	0.54602	1
17.3	0.95924	1
17.4	1.3602	1
17.5	1.7447	1
17.6	2.1088	1
17.7	2.4488	1
17.8	2.7612	1
17.9	3.0429	1
18	3.2909	1
18.1	3.5029	1
18.2	3.6767	1
18.3	3.8108	1
18.4	3.9039	1
18.5	3.9553	1
18.6	3.9646	1
18.7	3.932	1
18.8	3.8581	1
18.9	3.7439	1
19	3.5909	1
19.1	3.4011	1
19.2	3.1766	1
